Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S323399874,Canada Goose,Branta canadensis,342,3,US-IL,Kane,L7929112,Dick Young FP--Seavey Rd. Fluddle,41.8236,-88.3821836,2026-04-17,10:59 AM,eBird - Stationary Count,10,1,,,1,,,"FluddlesIL    Stationary survey conducted prior to deploying monitoring equipment at the fluddle to capture bird diversity before potentially flushing birds. Not many shorebirds, though the heron was neat. The fluddle has almost completely drained. Without more rain, I suspect it will dry up by next week    Sunny  72 degrees  14 mph winds"
S323431424,Canada Goose,Branta canadensis,342,3,US-IL,Kane,L7929112,Dick Young FP--Seavey Rd. Fluddle,41.8236,-88.3821836,2026-04-17,11:28 AM,eBird - Traveling Count,56,1,.144,,1,,,FluddlesIL    Traveling checklist covering all birds seen and heard while I was setting up equipment. Focused exclusively on the fluddle so I’m still including it for my project. Setting up all of the equipment is a huge challenge. A second set of hands would have been great    Sunny  72-74 degrees  14-16 mph winds
S320361296,Canada Goose,Branta canadensis,342,5,US-IL,Kane,L30642943,Granart Rd,41.7488618,-88.5361589,2026-04-11,09:25 AM,eBird - Stationary Count,40,1,,,1,,,fluddlesil
S319812511,Canada Goose,Branta canadensis,342,1,US-IL,Kane,L62323544,Highland Ave. fluddle - Elgin,42.065859,-88.3971246,2026-04-10,04:15 PM,eBird - Stationary Count,15,1,,,1,,,FluddleIL
S324075786,Canada Goose,Branta canadensis,342,2,US-IL,Kane,L4833598,Kaneland High School wetlands,41.882066,-88.528453,2026-04-19,07:30 AM,eBird - Stationary Count,25,1,,,1,,,FluddlesIL
S318923339,Canada Goose,Branta canadensis,342,2,US-IL,Kane,L61395335,Lake Run FP--Norris Rd. Fluddle,41.81931,-88.411688,2026-04-03,03:10 PM,eBird - Stationary Count,25,1,,,1,,,Fluddlesil
S321062767,Canada Goose,Branta canadensis,342,2,US-IL,Kane,L61395335,Lake Run FP--Norris Rd. Fluddle,41.81931,-88.411688,2026-04-12,11:00 AM,eBird - Stationary Count,20,1,,,1,,,fluddlesil
S323434610,Canada Goose,Branta canadensis,342,2,US-IL,Kane,L61395335,Lake Run FP--Norris Rd. Fluddle,41.81931,-88.411688,2026-04-17,01:51 PM,eBird - Traveling Count,58,1,.241,,1,,,FluddlesIL    Traveling checklist while deploying equipment. Nice to see a pectoral sandpiper here.
S321328152,Canada Goose,Branta canadensis,342,4,US-IL,Kane,L9326413,Rohrsen Rd. Fluddle,42.0344379,-88.5107897,2026-04-13,03:22 PM,eBird - Stationary Count,12,1,,,1,,,FluddlesIL
S320826744,Canada Goose,Branta canadensis,342,2,US-IL,Kendall,L11047656,Arbeiter Rd. Fluddle,41.5693534,-88.2943642,2026-04-11,01:12 PM,eBird - Stationary Count,20,1,,,2,,,FluddlesIL
S319558398,Canada Goose,Branta canadensis,342,5,US-IL,Kendall,L11448777,Eldamain Rd Fluddle,41.6797726,-88.4873347,2026-04-10,08:09 AM,eBird - Stationary Count,5,1,,,2,,,FluddlesIL
S316100637,Canada Goose,Branta canadensis,342,20,US-IL,Kendall,L7035948,Farm & Fleet Fluddle and Marsh (Kendall Co.),41.7223834,-88.312172,2026-04-01,10:55 AM,eBird - Stationary Count,22,1,,,1,,,FluddleIL
S318919434,Canada Goose,Branta canadensis,342,12,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-08,04:33 PM,eBird - Stationary Count,10,1,,,2,,,FluddlesIL
S319317783,Canada Goose,Branta canadensis,342,13,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-09,03:03 PM,eBird - Stationary Count,13,1,,,2,,,FluddlesIL
S319757890,Canada Goose,Branta canadensis,342,15,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-10,02:47 PM,eBird - Stationary Count,31,1,,,2
S322169493,Canada Goose,Branta canadensis,342,10,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-15,02:44 PM,eBird - Stationary Count,18,1,,,2
S322828815,Canada Goose,Branta canadensis,342,12,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-16,10:25 AM,eBird - Stationary Count,35,1,,,2,,,FluddlesIL
S324852809,Canada Goose,Branta canadensis,342,10,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-20,03:40 PM,eBird - Stationary Count,80,1,,,3,,,FluddlesIL
S316113662,Canada Goose,Branta canadensis,342,2,US-IL,Kendall,L30172954,Rt. 52 and Roods Rd. Fluddle,41.4875982,-88.5565856,2026-03-25,08:34 AM,eBird - Stationary Count,8,1,,,1,,,FluddlesIL
S322390030,Canada Goose,Branta canadensis,342,2,US-WI,Kenosha,L62350480,"Flooded field behind Festival, 30th",42.556343,-87.84583,2026-04-11,05:03 PM,eBird - Stationary Count,9,1,,,1,,,FluddlesIL
S322644956,Canada Goose,Branta canadensis,342,13,US-IL,Lake,L61914041,"39067–39083 N Hunt Club Rd, Old Mill Creek US-IL 42.43056, -87.97243",42.43056,-87.972428,2026-04-16,02:09 PM,eBird - Stationary Count,16,1,,,2,,,FluddlesIL
S322390026,Canada Goose,Branta canadensis,342,6,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-07,03:21 PM,eBird - Stationary Count,25,1,,,1,,,FluddlesIL
S322644961,Canada Goose,Branta canadensis,342,6,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-16,08:48 AM,eBird - Stationary Count,48,1,,,1,,,FluddlesIL
S322828816,Canada Goose,Branta canadensis,342,15,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-16,01:02 PM,eBird - Stationary Count,48,1,,,2,,,FluddlesIL
S323402265,Canada Goose,Branta canadensis,342,11,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-17,12:22 PM,eBird - Stationary Count,60,1,,,2,,,FluddlesIL
S323402264,Canada Goose,Branta canadensis,342,8,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-17,01:03 PM,eBird - Stationary Count,22,1,,,2,,,FluddlesIL
S322390028,Canada Goose,Branta canadensis,342,108,US-IL,Lake,L62546046,Fluddle on Hunt Club Rd just north of Wadsworth Rd,42.432509,-87.972519,2026-04-11,04:13 PM,eBird - Stationary Count,12,1,,,1,,,FluddlesIL  Noticed the Trumpeters so I did a fast then and pulled over to the shoulder. Couldn’t get out - cars going by at 65+ mph - so I counted whatever I could see from my car. Fun find on my drive home
S324753997,Canada Goose,Branta canadensis,342,10,US-IL,Lake,L1637946,Peterson Road Fluddle,42.3046378,-88.0262501,2026-04-18,09:10 AM,eBird - Stationary Count,7,1,,,2
S322390033,Canada Goose,Branta canadensis,342,4,US-IL,Lake,L7740532,Sports Club Dr. Fluddles,42.3277961,-88.0562897,2026-04-14,02:12 PM,eBird - Stationary Count,108,1,,,1,,,"Hi @everyone - sorry in advance for the mass-tag, but I did want to share an important note about this Fluddles Project that affects the whole state birding community.    &lt;@372907884494979072&gt; and I chatted today and wanted to be sure that **everyone** was aware that **your** data matters to us, from any fluddle in the state!    There's 4 SIMPLE steps to follow to get your data included in this study:    1. Enter data as a COMPLETE and STATIONARY checklist, 5 minutes or longer. Please enter ALL species you see/hear, not just shorebirds.  2. Add the text ""**FluddlesIL**"" into the checklist comments  3. Share the checklist with username ""**FluddlesIL**""  4. (optional) Take a photo of the fluddle, and upload that to the ""Habitat"" media category.    See? Super simple! Your data is really valuable for us as we understand where birds are across the landscape and what fluddles work best for them. If you've been to a fluddle this spring, please consider updating your list with the comment and share it with the **FluddlesIL** account. Thank you in advance!"
S322644959,Canada Goose,Branta canadensis,342,3,US-IL,Lake,L7740532,Sports Club Dr. Fluddles,42.3277961,-88.0562897,2026-04-16,12:19 PM,eBird - Stationary Count,29,1,,,2,,,FluddlesIL
S322242261,Canada Goose,Branta canadensis,342,10,US-IL,McHenry,L3268684,Burma Rd,42.2391937,-88.6861038,2026-04-12,05:12 PM,eBird - Traveling Count,47,1,3.862,,1,,,FluddlesIL
S322017732,Canada Goose,Branta canadensis,342,6,US-IL,McHenry,L62514460,Frohling Rd. Pond and Fluddles,42.2152058,-88.4760767,2026-04-10,07:26 PM,eBird - Stationary Count,14,1,,,1,,,FluddlesIL
S320219813,Canada Goose,Branta canadensis,342,2,US-IL,McHenry,L62514460,Frohling Rd. Pond and Fluddles,42.2152058,-88.4760767,2026-04-11,01:00 PM,eBird - Stationary Count,14,1,,,2,,,FluddlesIL
S320346809,Canada Goose,Branta canadensis,342,2,US-IL,McHenry,L62514460,Frohling Rd. Pond and Fluddles,42.2152058,-88.4760767,2026-04-11,05:49 PM,eBird - Stationary Count,12,1,,,3,,,FluddlesIL
S324103574,Canada Goose,Branta canadensis,342,1,US-IL,McHenry,L63275793,"Merryman Fields Park, Woodstock US-IL 42.34749, -88.41997Merryman Fields Fluddle",42.347494,-88.419972,2026-04-19,07:25 AM,eBird - Stationary Count,11,1,,,1,,,FluddlesIl
S322017731,Canada Goose,Branta canadensis,342,4,US-IL,McHenry,L31060757,Seeman Rd. Fluddle,42.217104,-88.491942,2026-04-10,07:16 PM,eBird - Stationary Count,6,1,,,1,,,FluddlesIL
S322390001,Canada Goose,Branta canadensis,342,3,US-IL,McHenry,L62902462,Square Barn Rd. and Mackeben Elementary School Fluddle,42.15648,-88.3741467,2026-04-15,04:28 PM,eBird - Stationary Count,50,1,,,5,,,"FluddlesIL    Joined Vicki Buchwald and Paula Mitchell here when I arrived, and then was joined later by Casey Warnecke and Sammy Cabindol as well."
S322238843,Canada Goose,Branta canadensis,342,3,US-IL,McHenry,L62902462,Square Barn Rd. and Mackeben Elementary School Fluddle,42.15648,-88.3741467,2026-04-15,04:51 PM,eBird - Stationary Count,40,1,,,1,,,FluddlesIL
S319395088,Canada Goose,Branta canadensis,342,2,US-IL,McHenry,L18633878,Union Rd. & Rt. 47 Fluddle,42.2263684,-88.4238528,2026-04-09,06:16 PM,eBird - Stationary Count,12,1,,,2,,,FluddlesIL
S322428931,Canada Goose,Branta canadensis,342,4,US-IL,Will,L6522589,"11400-11498 Essington Road, Bolingbrook, Illinois, US (41.668, -88.166)",41.6681263,-88.1655325,2026-04-13,03:55 PM,eBird - Stationary Count,35,1,,,1,,,FluddlesIL
S322428930,Canada Goose,Branta canadensis,342,3,US-IL,Will,L6522589,"11400-11498 Essington Road, Bolingbrook, Illinois, US (41.668, -88.166)",41.6681263,-88.1655325,2026-04-15,01:35 PM,eBird - Stationary Count,20,1,,,1,,,FluddlesIL
S322279009,Canada Goose,Branta canadensis,342,3,US-IL,Woodford,L62675281,2500 E and 700 N Fluddle,40.694071,-89.062133,2026-04-14,03:43 PM,eBird - Stationary Count,166,1,,,2,,,FluddlesIL
S323788445,Canada Goose,Branta canadensis,342,1,US-IL,Woodford,L62675281,2500 E and 700 N Fluddle,40.694071,-89.062133,2026-04-18,08:50 AM,eBird - Traveling Count,74,1,.979,,2
S318923257,Trumpeter Swan,Cygnus buccinator,382,2,US-IL,Kane,L62162511,"41.739160,-88.396058",41.7391797,-88.3960406,2026-04-07,04:00 PM,eBird - Casual Observation,,0,,,1,,Large White Swans feeding in a fluddle,fluddlesil
S322644956,Trumpeter Swan,Cygnus buccinator,382,7,US-IL,Lake,L61914041,"39067–39083 N Hunt Club Rd, Old Mill Creek US-IL 42.43056, -87.97243",42.43056,-87.972428,2026-04-16,02:09 PM,eBird - Stationary Count,16,1,,,2,,,FluddlesIL
S322644961,Trumpeter Swan,Cygnus buccinator,382,1,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-16,08:48 AM,eBird - Stationary Count,48,1,,,1,,,FluddlesIL
S322828816,Trumpeter Swan,Cygnus buccinator,382,1,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-16,01:02 PM,eBird - Stationary Count,48,1,,,2,,,FluddlesIL
S323402265,Trumpeter Swan,Cygnus buccinator,382,1,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-17,12:22 PM,eBird - Stationary Count,60,1,,,2,,,FluddlesIL
S323402264,Trumpeter Swan,Cygnus buccinator,382,1,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-17,01:03 PM,eBird - Stationary Count,22,1,,,2,,,FluddlesIL
S324753996,Trumpeter Swan,Cygnus buccinator,382,2,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-19,04:06 PM,eBird - Stationary Count,8,1,,,2,,,Fluddle dial
S322390028,Trumpeter Swan,Cygnus buccinator,382,2,US-IL,Lake,L62546046,Fluddle on Hunt Club Rd just north of Wadsworth Rd,42.432509,-87.972519,2026-04-11,04:13 PM,eBird - Stationary Count,12,1,,,1,,,FluddlesIL  Noticed the Trumpeters so I did a fast then and pulled over to the shoulder. Couldn’t get out - cars going by at 65+ mph - so I counted whatever I could see from my car. Fun find on my drive home
S322723310,Wood Duck,Aix sponsa,455,3,US-IL,Cook,L343390,Caldwell Preserves (Bunker Hill/Yates Flatwoods/Caldwell Woods),42.00125,-87.7851391,2026-04-16,04:57 PM,eBird - Stationary Count,24,1,,,1,,,FluddlesIL
S319344550,Wood Duck,Aix sponsa,455,3,US-IL,Kane,L21840065,BRFP,41.7533037,-88.5306626,2026-04-09,03:45 PM,eBird - Stationary Count,50,1,,,1,,,fluddlesil
S322500451,Wood Duck,Aix sponsa,455,2,US-IL,Kane,L62949427,"Crane Rd south of Otter Creek Bend Wetlands Park Fluddles 41.96341, -88.34987",41.963406,-88.34987,2026-04-16,08:58 AM,eBird - Stationary Count,19,1,,,2,,,FluddlesIL Multiple fluddles in area some with obstructive views due to tree line.
S319819003,Wood Duck,Aix sponsa,455,4,US-IL,Kane,L30642943,Granart Rd,41.7488618,-88.5361589,2026-04-10,02:00 PM,eBird - Stationary Count,40,1,,,1,,,fuddlesil   Farm field across from Big Rock forest preserve
S320361296,Wood Duck,Aix sponsa,455,2,US-IL,Kane,L30642943,Granart Rd,41.7488618,-88.5361589,2026-04-11,09:25 AM,eBird - Stationary Count,40,1,,,1,,,fluddlesil
S324852809,Wood Duck,Aix sponsa,455,2,US-IL,Kendall,L18366226,Grove Rd. Fluddle,41.6125959,-88.3517401,2026-04-20,03:40 PM,eBird - Stationary Count,80,1,,,3,,,FluddlesIL
S316394392,Wood Duck,Aix sponsa,455,2,US-IL,Kendall,L30172954,Rt. 52 and Roods Rd. Fluddle,41.4875982,-88.5565856,2026-04-03,01:02 PM,eBird - Stationary Count,6,1,,,2,,,FluddlesIL
S322644956,Wood Duck,Aix sponsa,455,1,US-IL,Lake,L61914041,"39067–39083 N Hunt Club Rd, Old Mill Creek US-IL 42.43056, -87.97243",42.43056,-87.972428,2026-04-16,02:09 PM,eBird - Stationary Count,16,1,,,2,,,FluddlesIL
S322390026,Wood Duck,Aix sponsa,455,16,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-07,03:21 PM,eBird - Stationary Count,25,1,,,1,,,FluddlesIL
S322644961,Wood Duck,Aix sponsa,455,1,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-16,08:48 AM,eBird - Stationary Count,48,1,,,1,,,FluddlesIL
S322828816,Wood Duck,Aix sponsa,455,5,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-16,01:02 PM,eBird - Stationary Count,48,1,,,2,,,FluddlesIL
S323402265,Wood Duck,Aix sponsa,455,6,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-17,12:22 PM,eBird - Stationary Count,60,1,,,2,,,FluddlesIL
S323402264,Wood Duck,Aix sponsa,455,5,US-IL,Lake,L11413318,Darrell Rd. Fluddle and Marsh,42.3033511,-88.1827345,2026-04-17,01:03 PM,eBird - Stationary Count,22,1,,,2,,,FluddlesIL
S322242259,Wood Duck,Aix sponsa,455,2,US-IL,McHenry,L3268684,Burma Rd,42.2391937,-88.6861038,2026-04-11,06:42 PM,eBird - Traveling Count,21,1,3.862,,1,,,FluddlesIL
S322242258,Wood Duck,Aix sponsa,455,25,US-IL,McHenry,L62560968,Jackson Road at Burma Road Fluddle,42.2192812,-88.6881014,2026-04-11,06:25 PM,eBird - Stationary Count,6,1,,,1,,,FluddlesIL
S319395088,Wood Duck,Aix sponsa,455,5,US-IL,McHenry,L18633878,Union Rd. & Rt. 47 Fluddle,42.2263684,-88.4238528,2026-04-09,06:16 PM,eBird - Stationary Count,12,1,,,2,,,FluddlesIL
S321381429,Blue-winged Teal,Spatula discors,485,8,US-IL,Champaign,L62748363,1000 E and 500 N Fluddle,39.948072,-88.274875,2026-04-13,06:04 PM,eBird - Stationary Count,5,1,,,2,,,"FluddlesIL    Really excellent fluddle here with loads of shorebirds, especially plovers. Also saw an early solitary sandpiper. The fluddle is located right along the road in an ag field. The site seems to be holding water very well, even as some of the smaller fluddles in the area have dried up.    Partly cloudy  77 degrees  16 mph winds"
S322217982,Blue-winged Teal,Spatula discors,485,3,US-IL,Champaign,L62748363,1000 E and 500 N Fluddle,39.948072,-88.274875,2026-04-15,10:58 AM,eBird - Stationary Count,5,1,,,2,,,"FluddlesIL    Quick stop by this fluddle to look for the Hudsonian Godwit, though we quickly backtracked once we heard it had moved to the other fluddle up the road. That said, we did manage to spot quite a few other good birds here.    Cloudy  74 degrees  11 mph winds"
S322428932,Blue-winged Teal,Spatula discors,485,19,US-IL,Champaign,L62748363,1000 E and 500 N Fluddle,39.948072,-88.274875,2026-04-16,07:29 AM,eBird - Traveling Count,8,1,.153,,2,,,Fluddlesil
S323724931,Blue-winged Teal,Spatula discors,485,18,US-IL,Champaign,L62748363,1000 E and 500 N Fluddle,39.948072,-88.274875,2026-04-18,08:01 AM,eBird - Traveling Count,5,1,.082,,3,,,FluddlesIL    Cloudy  48 degrees  15 mph winds
S320826740,Blue-winged Teal,Spatula discors,485,16,US-IL,Champaign,L62602525,"445–497 County Road 1000 E, Tolono US-IL 39.94746, -88.27480",39.947464,-88.274797,2026-04-12,09:18 AM,eBird - Traveling Count,5,1,.159,,2,,,Fluddlesil
S322114023,Blue-winged Teal,Spatula discors,485,10,US-IL,Champaign,L62882394,"445–497 County Road 1000 E, Tolono US-IL 39.94764, -88.27481",39.947641,-88.274815,2026-04-15,12:21 PM,eBird - Stationary Count,6,0,,,1,,,FluddlesIL
S322223785,Blue-winged Teal,Spatula discors,485,1,US-IL,Champaign,L61397960,500 N and Rt. 45 Fluddle,39.952034,-88.268741,2026-04-15,11:19 AM,eBird - Stationary Count,9,1,,,2,,,FluddlesIL
S323451331,Blue-winged Teal,Spatula discors,485,12,US-IL,Champaign,L61397960,500 N and Rt. 45 Fluddle,39.952034,-88.268741,2026-04-18,07:53 AM,eBird - Stationary Count,5,1,,,3,,,FluddlesIL    Cloudy  48 degrees  15 mph winds
